REF_DATE,GEO,Labour force characteristics,Sex,Age group,VALUE
2018-07,Quebec,Full-time employment,Females,15 years and over,1500.6
2018-07,Quebec,Full-time employment,Females,15 to 64 years,1476.8
2018-07,Quebec,Full-time employment,Females,15 to 24 years,104.6
2018-07,Quebec,Full-time employment,Females,25 years and over,1395.9
2018-07,Quebec,Full-time employment,Females,25 to 54 years,1127.9
2018-07,Quebec,Unemployment rate,Both sexes,15 years and over,5.6
2018-07,Quebec,Unemployment rate,Both sexes,15 to 64 years,5.7
2018-07,Quebec,Unemployment rate,Both sexes,15 to 24 years,10.1
2018-07,Quebec,Unemployment rate,Both sexes,25 years and over,4.9
2018-07,Quebec,Unemployment rate,Both sexes,25 to 54 years,4.6
2018-07,Quebec,Unemployment rate,Both sexes,55 years and over,5.8
2018-07,Quebec,Unemployment rate,Males,15 years and over,6.2
2018-07,Quebec,Unemployment rate,Males,15 to 64 years,6.3
2018-07,Quebec,Unemployment rate,Males,15 to 24 years,12.3
2018-07,Quebec,Unemployment rate,Males,25 years and over,5.3
2018-07,Quebec,Unemployment rate,Males,25 to 54 years,4.8
2018-07,Quebec,Unemployment rate,Males,55 years and over,6.5
2018-07,Quebec,Unemployment rate,Females,15 years and over,5
2018-07,Quebec,Unemployment rate,Females,15 to 64 years,5
2018-07,Quebec,Unemployment rate,Females,15 to 24 years,7.9
2018-07,Quebec,Unemployment rate,Females,25 years and over,4.5
2018-07,Quebec,Unemployment rate,Females,25 to 54 years,4.3
2018-07,Quebec,Unemployment rate,Females,55 years and over,5
2018-07,Quebec,Participation rate,Both sexes,15 years and over,64.4
2018-07,Quebec,Participation rate,Both sexes,15 to 64 years,79.4
2018-07,Quebec,Participation rate,Both sexes,15 to 24 years,68.1
2018-07,Quebec,Participation rate,Both sexes,25 years and over,63.9
2018-07,Quebec,Participation rate,Both sexes,25 to 54 years,87.9
2018-07,Quebec,Participation rate,Both sexes,55 years and over,34.9
2018-07,Quebec,Participation rate,Males,15 years and over,68.2
2018-07,Quebec,Participation rate,Males,15 to 64 years,81.8
2018-07,Quebec,Participation rate,Males,15 to 24 years,66.5
2018-07,Quebec,Participation rate,Males,25 years and over,68.4
2018-07,Quebec,Participation rate,Males,25 to 54 years,89.8
2018-07,Quebec,Participation rate,Males,55 years and over,41.3
2018-07,Quebec,Participation rate,Females,15 years and over,60.7
2018-07,Quebec,Participation rate,Females,15 to 64 years,77
2018-07,Quebec,Participation rate,Females,15 to 24 years,69.8
2018-07,Quebec,Participation rate,Females,25 years and over,59.4
2018-07,Quebec,Participation rate,Females,25 to 54 years,86
2018-07,Quebec,Participation rate,Females,55 years and over,28.9
2018-07,Ontario,Full-time employment,Both sexes,15 years and over,5918.5
2018-07,Ontario,Full-time employment,Both sexes,15 to 64 years,5744
2018-07,Ontario,Full-time employment,Both sexes,15 to 24 years,501.4
2018-07,Ontario,Full-time employment,Both sexes,25 years and over,5417.1
2018-07,Ontario,Full-time employment,Both sexes,25 to 54 years,4167.8
2018-07,Ontario,Full-time employment,Both sexes,55 years and over,1249.3
2018-07,Ontario,Full-time employment,Males,15 years and over,3299.2
2018-07,Ontario,Full-time employment,Males,15 to 64 years,3185.4
2018-07,Ontario,Full-time employment,Males,15 to 24 years,293
2018-07,Ontario,Full-time employment,Males,25 years and over,3006.1
2018-07,Ontario,Full-time employment,Males,25 to 54 years,2285.3
2018-07,Ontario,Full-time employment,Females,15 years and over,2619.3
2018-07,Ontario,Full-time employment,Females,15 to 64 years,2558.6
2018-07,Ontario,Full-time employment,Females,15 to 24 years,208.4
2018-07,Ontario,Full-time employment,Females,25 years and over,2411
2018-07,Ontario,Full-time employment,Females,25 to 54 years,1882.5
2018-07,Ontario,Unemployment rate,Both sexes,15 years and over,5.4
2018-07,Ontario,Unemployment rate,Both sexes,15 to 64 years,5.5
2018-07,Ontario,Unemployment rate,Both sexes,15 to 24 years,11
2018-07,Ontario,Unemployment rate,Both sexes,25 years and over,4.4
2018-07,Ontario,Unemployment rate,Both sexes,25 to 54 years,4.6
2018-07,Ontario,Unemployment rate,Both sexes,55 years and over,4.1
2018-07,Ontario,Unemployment rate,Males,15 years and over,5.4
2018-07,Ontario,Unemployment rate,Males,15 to 64 years,5.5
2018-07,Ontario,Unemployment rate,Males,15 to 24 years,12.2
2018-07,Ontario,Unemployment rate,Males,25 years and over,4.3
2018-07,Ontario,Unemployment rate,Males,25 to 54 years,4.4
2018-07,Ontario,Unemployment rate,Males,55 years and over,4.2
2018-07,Ontario,Unemployment rate,Females,15 years and over,5.3
2018-07,Ontario,Unemployment rate,Females,15 to 64 years,5.4
2018-07,Ontario,Unemployment rate,Females,15 to 24 years,9.7
2018-07,Ontario,Unemployment rate,Females,25 years and over,4.6
2018-07,Ontario,Unemployment rate,Females,25 to 54 years,4.8
2018-07,Ontario,Unemployment rate,Females,55 years and over,4
2018-07,Ontario,Participation rate,Both sexes,15 years and over,64.9
2018-07,Ontario,Participation rate,Both sexes,15 to 64 years,77.5
2018-07,Ontario,Participation rate,Both sexes,15 to 24 years,60.6
2018-07,Ontario,Participation rate,Both sexes,25 years and over,65.6
2018-07,Ontario,Participation rate,Both sexes,25 to 54 years,85.9
2018-07,Ontario,Participation rate,Both sexes,55 years and over,38.5
2018-07,Ontario,Participation rate,Males,15 years and over,68.9
2018-07,Ontario,Participation rate,Males,15 to 64 years,80.5
2018-07,Ontario,Participation rate,Males,15 to 24 years,61.5
2018-07,Ontario,Participation rate,Males,25 years and over,70.3
2018-07,Ontario,Participation rate,Males,25 to 54 years,89.7
2018-07,Ontario,Participation rate,Males,55 years and over,43.2
2018-07,Ontario,Participation rate,Females,15 years and over,61.1
2018-07,Ontario,Participation rate,Females,15 to 64 years,74.5
2018-07,Ontario,Participation rate,Females,15 to 24 years,59.8
2018-07,Ontario,Participation rate,Females,25 years and over,61.3
2018-07,Ontario,Participation rate,Females,25 to 54 years,82.3
2018-07,Ontario,Participation rate,Females,55 years and over,34.2
2018-07,Manitoba,Full-time employment,Both sexes,15 years and over,525.1
2018-07,Manitoba,Full-time employment,Both sexes,15 to 64 years,505.9
2018-07,Manitoba,Full-time employment,Both sexes,15 to 24 years,54.7
2018-07,Manitoba,Full-time employment,Both sexes,25 years and over,470.4
2018-07,Manitoba,Full-time employment,Both sexes,25 to 54 years,364.9
2018-07,Manitoba,Full-time employment,Both sexes,55 years and over,105.5
2018-07,Manitoba,Full-time employment,Males,15 years and over,304.8
2018-07,Manitoba,Full-time employment,Males,15 to 64 years,291.9
2018-07,Manitoba,Full-time employment,Males,15 to 24 years,32.3
2018-07,Manitoba,Full-time employment,Males,25 years and over,272.5
2018-07,Manitoba,Full-time employment,Males,25 to 54 years,206.4
2018-07,Manitoba,Full-time employment,Females,15 years and over,220.3
2018-07,Manitoba,Full-time employment,Females,15 to 64 years,214
2018-07,Manitoba,Full-time employment,Females,15 to 24 years,22.5
2018-07,Manitoba,Full-time employment,Females,25 years and over,197.9
2018-07,Manitoba,Full-time employment,Females,25 to 54 years,158.6
2018-07,Manitoba,Unemployment rate,Both sexes,15 years and over,5.8
2018-07,Manitoba,Unemployment rate,Both sexes,15 to 64 years,5.9
2018-07,Manitoba,Unemployment rate,Both sexes,15 to 24 years,10.7
2018-07,Manitoba,Unemployment rate,Both sexes,25 years and over,4.9
2018-07,Manitoba,Unemployment rate,Both sexes,25 to 54 years,4.9
2018-07,Manitoba,Unemployment rate,Both sexes,55 years and over,4.6
2018-07,Manitoba,Unemployment rate,Males,15 years and over,6.1
2018-07,Manitoba,Unemployment rate,Males,15 to 64 years,6.1
2018-07,Manitoba,Unemployment rate,Males,15 to 24 years,11
2018-07,Manitoba,Unemployment rate,Males,25 years and over,5.2
2018-07,Manitoba,Unemployment rate,Males,25 to 54 years,5
2018-07,Manitoba,Unemployment rate,Males,55 years and over,5.8
2018-07,Manitoba,Unemployment rate,Females,15 years and over,5.5
2018-07,Manitoba,Unemployment rate,Females,15 to 64 years,5.6
2018-07,Manitoba,Unemployment rate,Females,15 to 24 years,10.4
2018-07,Manitoba,Unemployment rate,Females,25 years and over,4.5
2018-07,Manitoba,Unemployment rate,Females,25 to 54 years,4.9
2018-07,Manitoba,Unemployment rate,Females,55 years and over,3.1
2018-07,Manitoba,Participation rate,Both sexes,15 years and over,66.9
2018-07,Manitoba,Participation rate,Both sexes,15 to 64 years,78.7
2018-07,Manitoba,Participation rate,Both sexes,15 to 24 years,66.2
2018-07,Manitoba,Participation rate,Both sexes,25 years and over,67.1
2018-07,Manitoba,Participation rate,Both sexes,25 to 54 years,86.8
2018-07,Manitoba,Participation rate,Both sexes,55 years and over,39.6
2018-07,Manitoba,Participation rate,Males,15 years and over,72
2018-07,Manitoba,Participation rate,Males,15 to 64 years,83
2018-07,Manitoba,Participation rate,Males,15 to 24 years,64.8
2018-07,Manitoba,Participation rate,Males,25 years and over,73.5
2018-07,Manitoba,Participation rate,Males,25 to 54 years,92.1
2018-07,Manitoba,Participation rate,Males,55 years and over,46.7
2018-07,Manitoba,Participation rate,Females,15 years and over,61.9
2018-07,Manitoba,Participation rate,Females,15 to 64 years,74.4
2018-07,Manitoba,Participation rate,Females,15 to 24 years,67.7
2018-07,Manitoba,Participation rate,Females,25 years and over,60.9
2018-07,Manitoba,Participation rate,Females,25 to 54 years,81.6
2018-07,Manitoba,Participation rate,Females,55 years and over,32.9
2018-07,Saskatchewan,Full-time employment,Both sexes,15 years and over,468.6
2018-07,Saskatchewan,Full-time employment,Both sexes,15 to 64 years,447.6
2018-07,Saskatchewan,Full-time employment,Both sexes,15 to 24 years,42.2
2018-07,Saskatchewan,Full-time employment,Both sexes,25 years and over,426.3
2018-07,Saskatchewan,Full-time employment,Both sexes,25 to 54 years,328.4
2018-07,Saskatchewan,Full-time employment,Both sexes,55 years and over,97.9
2018-07,Saskatchewan,Full-time employment,Males,15 years and over,275.2
2018-07,Saskatchewan,Full-time employment,Males,15 to 64 years,260.3
2018-07,Saskatchewan,Full-time employment,Males,15 to 24 years,25.4
2018-07,Saskatchewan,Full-time employment,Males,25 years and over,249.8
2018-07,Saskatchewan,Full-time employment,Males,25 to 54 years,188.8
2018-07,Saskatchewan,Full-time employment,Females,15 years and over,193.4
2018-07,Saskatchewan,Full-time employment,Females,15 to 64 years,187.3
2018-07,Saskatchewan,Full-time employment,Females,15 to 24 years,16.8
2018-07,Saskatchewan,Full-time employment,Females,25 years and over,176.6
2018-07,Saskatchewan,Full-time employment,Females,25 to 54 years,139.7
2018-07,Saskatchewan,Unemployment rate,Both sexes,15 years and over,6.4
2018-07,Saskatchewan,Unemployment rate,Both sexes,15 to 64 years,6.5
2018-07,Saskatchewan,Unemployment rate,Both sexes,15 to 24 years,13.1
2018-07,Saskatchewan,Unemployment rate,Both sexes,25 years and over,5.3
2018-07,Saskatchewan,Unemployment rate,Both sexes,25 to 54 years,5.6
2018-07,Saskatchewan,Unemployment rate,Both sexes,55 years and over,4.4
2018-07,Saskatchewan,Unemployment rate,Males,15 years and over,6.8
2018-07,Saskatchewan,Unemployment rate,Males,15 to 64 years,6.9
2018-07,Saskatchewan,Unemployment rate,Males,15 to 24 years,16.1
2018-07,Saskatchewan,Unemployment rate,Males,25 years and over,5.3
2018-07,Saskatchewan,Unemployment rate,Males,25 to 54 years,5.4
2018-07,Saskatchewan,Unemployment rate,Males,55 years and over,5
2018-07,Saskatchewan,Unemployment rate,Females,15 years and over,6
2018-07,Saskatchewan,Unemployment rate,Females,15 to 64 years,6.1
2018-07,Saskatchewan,Unemployment rate,Females,15 to 24 years,9.7
2018-07,Saskatchewan,Unemployment rate,Females,25 years and over,5.3
2018-07,Saskatchewan,Unemployment rate,Females,25 to 54 years,5.9
2018-07,Saskatchewan,Unemployment rate,Females,55 years and over,3.7
2018-07,Saskatchewan,Participation rate,Both sexes,15 years and over,68.6
2018-07,Saskatchewan,Participation rate,Both sexes,15 to 64 years,79.7
2018-07,Saskatchewan,Participation rate,Both sexes,15 to 24 years,65.2
2018-07,Saskatchewan,Participation rate,Both sexes,25 years and over,69.2
2018-07,Saskatchewan,Participation rate,Both sexes,25 to 54 years,87.7
2018-07,Saskatchewan,Participation rate,Both sexes,55 years and over,43
2018-07,Saskatchewan,Participation rate,Males,15 years and over,73.8
2018-07,Saskatchewan,Participation rate,Males,15 to 64 years,83.4
2018-07,Saskatchewan,Participation rate,Males,15 to 24 years,66.3
2018-07,Saskatchewan,Participation rate,Males,25 years and over,75.1
2018-07,Saskatchewan,Participation rate,Males,25 to 54 years,91.7
2018-07,Saskatchewan,Participation rate,Males,55 years and over,50.5
2018-07,Saskatchewan,Participation rate,Females,15 years and over,63.4
2018-07,Saskatchewan,Participation rate,Females,15 to 64 years,75.7
2018-07,Saskatchewan,Participation rate,Females,15 to 24 years,64
2018-07,Saskatchewan,Participation rate,Females,25 years and over,63.3
2018-07,Saskatchewan,Participation rate,Females,25 to 54 years,83.5
2018-07,Saskatchewan,Participation rate,Females,55 years and over,35.9
2018-07,Alberta,Full-time employment,Both sexes,15 years and over,1899.8
2018-07,Alberta,Full-time employment,Both sexes,15 to 64 years,1833.2
2018-07,Alberta,Full-time employment,Both sexes,15 to 24 years,161.3
2018-07,Alberta,Full-time employment,Both sexes,25 years and over,1738.5
2018-07,Alberta,Full-time employment,Both sexes,25 to 54 years,1385.2
2018-07,Alberta,Full-time employment,Both sexes,55 years and over,353.4
2018-07,Alberta,Full-time employment,Males,15 years and over,1120.1
2018-07,Alberta,Full-time employment,Males,15 to 64 years,1076
2018-07,Alberta,Full-time employment,Males,15 to 24 years,94.2
2018-07,Alberta,Full-time employment,Males,25 years and over,1025.9
2018-07,Alberta,Full-time employment,Males,25 to 54 years,809.6
2018-07,Alberta,Full-time employment,Females,15 years and over,779.7
2018-07,Alberta,Full-time employment,Females,15 to 64 years,757.3
2018-07,Alberta,Full-time employment,Females,15 to 24 years,67.1
2018-07,Alberta,Full-time employment,Females,25 years and over,712.6
2018-07,Alberta,Full-time employment,Females,25 to 54 years,575.5
2018-07,Alberta,Unemployment rate,Both sexes,15 years and over,6.7
2018-07,Alberta,Unemployment rate,Both sexes,15 to 64 years,6.8
2018-07,Alberta,Unemployment rate,Both sexes,15 to 24 years,12.3
2018-07,Alberta,Unemployment rate,Both sexes,25 years and over,5.9
2018-07,Alberta,Unemployment rate,Both sexes,25 to 54 years,5.6
2018-07,Alberta,Unemployment rate,Both sexes,55 years and over,6.6
2018-07,Alberta,Unemployment rate,Males,15 years and over,6.9
2018-07,Alberta,Unemployment rate,Males,15 to 64 years,7
2018-07,Alberta,Unemployment rate,Males,15 to 24 years,14.5
2018-07,Alberta,Unemployment rate,Males,25 years and over,5.8
2018-07,Alberta,Unemployment rate,Males,25 to 54 years,5.5
2018-07,Alberta,Unemployment rate,Males,55 years and over,7
2018-07,Alberta,Unemployment rate,Females,15 years and over,6.4
2018-07,Alberta,Unemployment rate,Females,15 to 64 years,6.6
2018-07,Alberta,Unemployment rate,Females,15 to 24 years,9.8
2018-07,Alberta,Unemployment rate,Females,25 years and over,5.9
2018-07,Alberta,Unemployment rate,Females,25 to 54 years,5.8
2018-07,Alberta,Unemployment rate,Females,55 years and over,6
